x_i          u_i       Analitic sol  f_i 
0.019998   0.161256    0.161256   81.874713 
0.020098   0.161974    0.161974   81.792887 
0.020198   0.162691    0.162692   81.711143 
0.020298   0.163408    0.163408   81.629481 
0.020398   0.164124    0.164124   81.547901 
0.020498   0.164839    0.164839   81.466402 
0.020598   0.165553    0.165553   81.384984 
0.020698   0.166267    0.166267   81.303648 
0.020798   0.166979    0.166979   81.222393 
0.020898   0.167691    0.167691   81.141219 
0.020998   0.168402    0.168402   81.060127 
0.021098   0.169112    0.169112   80.979115 
0.021198   0.169821    0.169821   80.898185 
0.021298   0.170530    0.170530   80.817335 
0.021398   0.171237    0.171237   80.736566 
0.021498   0.171944    0.171944   80.655878 
0.021598   0.172650    0.172650   80.575270 
0.021698   0.173356    0.173356   80.494743 
0.021798   0.174060    0.174060   80.414297 
0.021898   0.174764    0.174764   80.333931 
0.021998   0.175467    0.175467   80.253645 
0.022098   0.176169    0.176169   80.173440 
0.022198   0.176870    0.176870   80.093314 
0.022298   0.177571    0.177571   80.013269 
0.022398   0.178270    0.178270   79.933304 
0.022498   0.178969    0.178969   79.853418 
0.022598   0.179667    0.179667   79.773613 
0.022698   0.180364    0.180364   79.693887 
0.022798   0.181061    0.181061   79.614241 
0.022898   0.181757    0.181757   79.534674 
0.022998   0.182451    0.182451   79.455188 
0.023098   0.183146    0.183146   79.375780 
0.023198   0.183839    0.183839   79.296452 
0.023298   0.184531    0.184531   79.217203 
0.023398   0.185223    0.185223   79.138033 
0.023498   0.185914    0.185914   79.058943 
0.023598   0.186604    0.186604   78.979931 
0.023698   0.187293    0.187293   78.900999 
0.023798   0.187982    0.187982   78.822145 
0.023898   0.188670    0.188670   78.743370 
0.023998   0.189357    0.189357   78.664674 
0.024098   0.190043    0.190043   78.586056 
0.024198   0.190728    0.190728   78.507517 
0.024298   0.191413    0.191413   78.429057 
0.024398   0.192097    0.192097   78.350675 
0.024498   0.192780    0.192780   78.272371 
0.024598   0.193462    0.193462   78.194146 
0.024698   0.194144    0.194144   78.115999 
0.024798   0.194824    0.194824   78.037929 
0.024898   0.195504    0.195504   77.959938 
0.024998   0.196183    0.196183   77.882025 
0.025097   0.196862    0.196862   77.804190 
0.025197   0.197539    0.197539   77.726432 
0.025297   0.198216    0.198216   77.648752 
0.025397   0.198892    0.198892   77.571150 
0.025497   0.199567    0.199567   77.493626 
0.025597   0.200242    0.200242   77.416179 
0.025697   0.200916    0.200916   77.338809 
0.025797   0.201589    0.201589   77.261516 
0.025897   0.202261    0.202261   77.184301 
0.025997   0.202932    0.202932   77.107163 
0.026097   0.203603    0.203603   77.030102 
0.026197   0.204273    0.204273   76.953118 
0.026297   0.204942    0.204942   76.876211 
0.026397   0.205610    0.205610   76.799381 
0.026497   0.206278    0.206278   76.722628 
0.026597   0.206944    0.206944   76.645951 
0.026697   0.207610    0.207610   76.569351 
0.026797   0.208276    0.208276   76.492828 
0.026897   0.208940    0.208940   76.416381 
0.026997   0.209604    0.209604   76.340010 
0.027097   0.210267    0.210267   76.263716 
0.027197   0.210929    0.210929   76.187498 
0.027297   0.211590    0.211590   76.111356 
0.027397   0.212251    0.212251   76.035291 
0.027497   0.212911    0.212911   75.959301 
0.027597   0.213570    0.213570   75.883387 
0.027697   0.214229    0.214229   75.807549 
0.027797   0.214886    0.214886   75.731787 
0.027897   0.215543    0.215543   75.656101 
0.027997   0.216199    0.216199   75.580490 
0.028097   0.216855    0.216855   75.504955 
0.028197   0.217509    0.217509   75.429495 
0.028297   0.218163    0.218163   75.354111 
0.028397   0.218816    0.218816   75.278802 
0.028497   0.219468    0.219468   75.203568 
0.028597   0.220120    0.220120   75.128410 
0.028697   0.220771    0.220771   75.053327 
0.028797   0.221421    0.221421   74.978318 
0.028897   0.222070    0.222070   74.903385 
0.028997   0.222719    0.222719   74.828527 
0.029097   0.223367    0.223367   74.753743 
0.029197   0.224014    0.224014   74.679034 
0.029297   0.224660    0.224660   74.604400 
0.029397   0.225306    0.225306   74.529840 
0.029497   0.225951    0.225951   74.455355 
0.029597   0.226595    0.226595   74.380944 
0.029697   0.227238    0.227238   74.306608 
0.029797   0.227881    0.227881   74.232346 
0.029897   0.228523    0.228523   74.158158 
0.029997   0.229164    0.229164   74.084044 
0.030097   0.229804    0.229804   74.010005 
0.030197   0.230444    0.230444   73.936039 
0.030297   0.231083    0.231083   73.862147 
0.030397   0.231721    0.231721   73.788330 
0.030497   0.232359    0.232359   73.714585 
0.030597   0.232995    0.232995   73.640915 
0.030697   0.233631    0.233631   73.567318 
0.030797   0.234267    0.234267   73.493795 
0.030897   0.234901    0.234901   73.420345 
0.030997   0.235535    0.235535   73.346969 
0.031097   0.236168    0.236168   73.273666 
0.031197   0.236800    0.236800   73.200436 
0.031297   0.237432    0.237432   73.127280 
0.031397   0.238063    0.238063   73.054196 
0.031497   0.238693    0.238693   72.981186 
0.031597   0.239322    0.239322   72.908249 
0.031697   0.239951    0.239951   72.835384 
0.031797   0.240579    0.240579   72.762592 
0.031897   0.241206    0.241206   72.689873 
0.031997   0.241832    0.241832   72.617227 
0.032097   0.242458    0.242458   72.544654 
0.032197   0.243083    0.243083   72.472152 
0.032297   0.243707    0.243707   72.399724 
0.032397   0.244331    0.244331   72.327367 
0.032497   0.244954    0.244954   72.255083 
0.032597   0.245576    0.245576   72.182872 
0.032697   0.246197    0.246197   72.110732 
0.032797   0.246818    0.246818   72.038665 
0.032897   0.247438    0.247438   71.966669 
0.032997   0.248057    0.248057   71.894746 
0.033097   0.248676    0.248676   71.822894 
0.033197   0.249294    0.249294   71.751114 
0.033297   0.249911    0.249911   71.679406 
0.033397   0.250527    0.250527   71.607770 
0.033497   0.251143    0.251143   71.536205 
0.033597   0.251758    0.251758   71.464712 
0.033697   0.252372    0.252372   71.393290 
0.033797   0.252986    0.252986   71.321939 
0.033897   0.253598    0.253598   71.250660 
0.033997   0.254210    0.254210   71.179452 
0.034097   0.254822    0.254822   71.108315 
0.034197   0.255432    0.255432   71.037250 
0.034297   0.256042    0.256042   70.966255 
0.034397   0.256652    0.256652   70.895331 
0.034497   0.257260    0.257260   70.824479 
0.034597   0.257868    0.257868   70.753697 
0.034697   0.258475    0.258475   70.682985 
0.034797   0.259082    0.259082   70.612345 
0.034897   0.259687    0.259687   70.541775 
0.034997   0.260292    0.260292   70.471275 
0.035096   0.260897    0.260897   70.400846 
0.035196   0.261500    0.261500   70.330488 
0.035296   0.262103    0.262103   70.260199 
0.035396   0.262705    0.262705   70.189981 
0.035496   0.263307    0.263307   70.119833 
0.035596   0.263908    0.263908   70.049756 
0.035696   0.264508    0.264508   69.979748 
0.035796   0.265107    0.265107   69.909810 
0.035896   0.265706    0.265706   69.839942 
0.035996   0.266304    0.266304   69.770144 
0.036096   0.266901    0.266901   69.700416 
0.036196   0.267498    0.267498   69.630757 
0.036296   0.268094    0.268094   69.561168 
0.036396   0.268689    0.268689   69.491649 
0.036496   0.269283    0.269283   69.422199 
0.036596   0.269877    0.269877   69.352818 
0.036696   0.270470    0.270470   69.283507 
0.036796   0.271063    0.271063   69.214265 
0.036896   0.271654    0.271654   69.145092 
0.036996   0.272245    0.272245   69.075989 
0.037096   0.272836    0.272836   69.006954 
0.037196   0.273426    0.273426   68.937988 
0.037296   0.274014    0.274015   68.869092 
0.037396   0.274603    0.274603   68.800264 
0.037496   0.275190    0.275190   68.731505 
0.037596   0.275777    0.275777   68.662815 
0.037696   0.276364    0.276364   68.594193 
0.037796   0.276949    0.276949   68.525640 
0.037896   0.277534    0.277534   68.457155 
0.037996   0.278118    0.278118   68.388739 
0.038096   0.278702    0.278702   68.320392 
0.038196   0.279284    0.279284   68.252112 
0.038296   0.279867    0.279867   68.183901 
0.038396   0.280448    0.280448   68.115758 
0.038496   0.281029    0.281029   68.047683 
0.038596   0.281609    0.281609   67.979676 
0.038696   0.282188    0.282188   67.911737 
0.038796   0.282767    0.282767   67.843866 
0.038896   0.283345    0.283345   67.776063 
0.038996   0.283922    0.283922   67.708328 
0.039096   0.284499    0.284499   67.640660 
0.039196   0.285075    0.285075   67.573060 
0.039296   0.285650    0.285650   67.505527 
0.039396   0.286225    0.286225   67.438062 
0.039496   0.286799    0.286799   67.370665 
0.039596   0.287372    0.287372   67.303334 
0.039696   0.287945    0.287945   67.236072 
0.039796   0.288517    0.288517   67.168876 
0.039896   0.289088    0.289088   67.101747 
0.039996   0.289659    0.289659   67.034686 
0.040096   0.290229    0.290229   66.967691 
0.040196   0.290798    0.290798   66.900764 
0.040296   0.291367    0.291367   66.833903 
0.040396   0.291935    0.291935   66.767109 
0.040496   0.292502    0.292502   66.700382 
0.040596   0.293069    0.293069   66.633722 
0.040696   0.293635    0.293635   66.567128 
0.040796   0.294200    0.294200   66.500601 
0.040896   0.294765    0.294765   66.434140 
0.040996   0.295328    0.295329   66.367746 
0.041096   0.295892    0.295892   66.301418 
0.041196   0.296454    0.296454   66.235156 
0.041296   0.297016    0.297016   66.168961 
0.041396   0.297578    0.297578   66.102831 
0.041496   0.298138    0.298138   66.036768 
0.041596   0.298698    0.298698   65.970771 
0.041696   0.299258    0.299258   65.904840 
0.041796   0.299816    0.299816   65.838975 
0.041896   0.300374    0.300374   65.773175 
0.041996   0.300932    0.300932   65.707441 
0.042096   0.301488    0.301488   65.641773 
0.042196   0.302044    0.302044   65.576171 
0.042296   0.302600    0.302600   65.510634 
0.042396   0.303155    0.303155   65.445163 
0.042496   0.303709    0.303709   65.379757 
0.042596   0.304262    0.304262   65.314416 
0.042696   0.304815    0.304815   65.249141 
0.042796   0.305367    0.305367   65.183931 
0.042896   0.305918    0.305918   65.118786 
0.042996   0.306469    0.306469   65.053706 
0.043096   0.307019    0.307019   64.988692 
0.043196   0.307569    0.307569   64.923742 
0.043296   0.308118    0.308118   64.858857 
0.043396   0.308666    0.308666   64.794037 
0.043496   0.309213    0.309214   64.729282 
0.043596   0.309760    0.309760   64.664592 
0.043696   0.310307    0.310307   64.599966 
0.043796   0.310852    0.310852   64.535405 
0.043896   0.311397    0.311397   64.470908 
0.043996   0.311942    0.311942   64.406476 
0.044096   0.312485    0.312485   64.342108 
0.044196   0.313028    0.313028   64.277804 
0.044296   0.313571    0.313571   64.213565 
0.044396   0.314113    0.314113   64.149390 
0.044496   0.314654    0.314654   64.085279 
0.044596   0.315194    0.315194   64.021232 
0.044696   0.315734    0.315734   63.957249 
0.044796   0.316273    0.316273   63.893330 
0.044896   0.316812    0.316812   63.829475 
0.044996   0.317350    0.317350   63.765684 
0.045095   0.317887    0.317887   63.701957 
0.045195   0.318424    0.318424   63.638293 
0.045295   0.318960    0.318960   63.574693 
0.045395   0.319495    0.319495   63.511156 
0.045495   0.320030    0.320030   63.447683 
0.045595   0.320564    0.320564   63.384274 
0.045695   0.321097    0.321097   63.320927 
0.045795   0.321630    0.321630   63.257644 
0.045895   0.322162    0.322162   63.194425 
0.045995   0.322694    0.322694   63.131268 
0.046095   0.323225    0.323225   63.068175 
0.046195   0.323755    0.323755   63.005144 
0.046295   0.324285    0.324285   62.942177 
0.046395   0.324814    0.324814   62.879273 
0.046495   0.325342    0.325342   62.816431 
0.046595   0.325870    0.325870   62.753652 
0.046695   0.326397    0.326397   62.690936 
0.046795   0.326924    0.326924   62.628283 
0.046895   0.327450    0.327450   62.565692 
0.046995   0.327975    0.327975   62.503164 
0.047095   0.328500    0.328500   62.440698 
0.047195   0.329024    0.329024   62.378295 
0.047295   0.329547    0.329547   62.315954 
0.047395   0.330070    0.330070   62.253676 
0.047495   0.330592    0.330592   62.191459 
0.047595   0.331114    0.331114   62.129305 
0.047695   0.331635    0.331635   62.067213 
0.047795   0.332155    0.332155   62.005183 
0.047895   0.332675    0.332675   61.943215 
0.047995   0.333194    0.333194   61.881309 
0.048095   0.333712    0.333712   61.819465 
0.048195   0.334230    0.334230   61.757683 
0.048295   0.334747    0.334747   61.695962 
0.048395   0.335264    0.335264   61.634303 
0.048495   0.335780    0.335780   61.572706 
0.048595   0.336295    0.336295   61.511170 
0.048695   0.336810    0.336810   61.449696 
0.048795   0.337324    0.337324   61.388283 
0.048895   0.337838    0.337838   61.326931 
0.048995   0.338351    0.338351   61.265641 
0.049095   0.338863    0.338863   61.204412 
0.049195   0.339375    0.339375   61.143244 
0.049295   0.339886    0.339886   61.082138 
0.049395   0.340396    0.340396   61.021092 
0.049495   0.340906    0.340906   60.960108 
0.049595   0.341415    0.341415   60.899184 
0.049695   0.341924    0.341924   60.838322 
0.049795   0.342432    0.342432   60.777520 
0.049895   0.342939    0.342939   60.716779 
0.049995   0.343446    0.343446   60.656098 
0.050095   0.343952    0.343952   60.595479 
0.050195   0.344458    0.344458   60.534920 
0.050295   0.344963    0.344963   60.474421 
0.050395   0.345467    0.345467   60.413983 
0.050495   0.345971    0.345971   60.353605 
0.050595   0.346474    0.346474   60.293288 
0.050695   0.346977    0.346977   60.233030 
0.050795   0.347479    0.347479   60.172834 
0.050895   0.347980    0.347980   60.112697 
0.050995   0.348481    0.348481   60.052620 
0.051095   0.348981    0.348981   59.992604 
0.051195   0.349481    0.349481   59.932647 
0.051295   0.349980    0.349980   59.872750 
0.051395   0.350478    0.350478   59.812913 
0.051495   0.350976    0.350976   59.753136 
0.051595   0.351473    0.351473   59.693419 
0.051695   0.351970    0.351970   59.633761 
0.051795   0.352466    0.352466   59.574163 
0.051895   0.352961    0.352961   59.514625 
0.051995   0.353456    0.353456   59.455146 
0.052095   0.353950    0.353950   59.395727 
0.052195   0.354444    0.354444   59.336366 
0.052295   0.354937    0.354937   59.277066 
0.052395   0.355429    0.355429   59.217824 
0.052495   0.355921    0.355921   59.158642 
0.052595   0.356412    0.356412   59.099519 
0.052695   0.356903    0.356903   59.040455 
0.052795   0.357393    0.357393   58.981450 
0.052895   0.357883    0.357883   58.922504 
0.052995   0.358372    0.358372   58.863616 
0.053095   0.358860    0.358860   58.804788 
0.053195   0.359348    0.359348   58.746019 
0.053295   0.359835    0.359835   58.687308 
0.053395   0.360321    0.360321   58.628656 
0.053495   0.360807    0.360807   58.570062 
0.053595   0.361292    0.361293   58.511527 
0.053695   0.361777    0.361777   58.453051 
0.053795   0.362261    0.362261   58.394633 
0.053895   0.362745    0.362745   58.336273 
0.053995   0.363228    0.363228   58.277972 
0.054095   0.363711    0.363711   58.219729 
0.054195   0.364192    0.364192   58.161544 
0.054295   0.364674    0.364674   58.103417 
0.054395   0.365154    0.365154   58.045349 
0.054495   0.365635    0.365635   57.987338 
0.054595   0.366114    0.366114   57.929386 
0.054695   0.366593    0.366593   57.871491 
0.054795   0.367071    0.367071   57.813654 
0.054895   0.367549    0.367549   57.755875 
0.054995   0.368026    0.368026   57.698154 
0.055094   0.368503    0.368503   57.640490 
0.055194   0.368979    0.368979   57.582885 
0.055294   0.369455    0.369455   57.525336 
0.055394   0.369930    0.369930   57.467845 
0.055494   0.370404    0.370404   57.410412 
0.055594   0.370878    0.370878   57.353036 
0.055694   0.371351    0.371351   57.295717 
0.055794   0.371824    0.371824   57.238456 
0.055894   0.372296    0.372296   57.181252 
0.055994   0.372767    0.372767   57.124105 
0.056094   0.373238    0.373238   57.067015 
0.056194   0.373708    0.373708   57.009982 
0.056294   0.374178    0.374178   56.953006 
0.056394   0.374647    0.374647   56.896088 
0.056494   0.375116    0.375116   56.839226 
0.056594   0.375584    0.375584   56.782421 
0.056694   0.376051    0.376052   56.725672 
0.056794   0.376518    0.376518   56.668981 
0.056894   0.376985    0.376985   56.612346 
0.056994   0.377451    0.377451   56.555767 
0.057094   0.377916    0.377916   56.499245 
0.057194   0.378380    0.378381   56.442780 
0.057294   0.378845    0.378845   56.386371 
0.057394   0.379308    0.379308   56.330018 
0.057494   0.379771    0.379771   56.273722 
0.057594   0.380234    0.380234   56.217482 
0.057694   0.380695    0.380695   56.161298 
0.057794   0.381157    0.381157   56.105171 
0.057894   0.381617    0.381617   56.049099 
0.057994   0.382078    0.382078   55.993084 
0.058094   0.382537    0.382537   55.937124 
0.058194   0.382996    0.382996   55.881221 
0.058294   0.383455    0.383455   55.825373 
0.058394   0.383913    0.383913   55.769581 
0.058494   0.384370    0.384370   55.713845 
0.058594   0.384827    0.384827   55.658165 
0.058694   0.385283    0.385283   55.602540 
0.058794   0.385739    0.385739   55.546971 
0.058894   0.386194    0.386194   55.491457 
0.058994   0.386649    0.386649   55.435999 
0.059094   0.387103    0.387103   55.380596 
0.059194   0.387556    0.387556   55.325249 
0.059294   0.388009    0.388009   55.269957 
0.059394   0.388461    0.388461   55.214720 
0.059494   0.388913    0.388913   55.159538 
0.059594   0.389365    0.389365   55.104412 
0.059694   0.389815    0.389815   55.049340 
0.059794   0.390265    0.390265   54.994324 
0.059894   0.390715    0.390715   54.939363 
0.059994   0.391164    0.391164   54.884456 
0.060094   0.391613    0.391613   54.829605 
0.060194   0.392061    0.392061   54.774808 
0.060294   0.392508    0.392508   54.720066 
0.060394   0.392955    0.392955   54.665379 
0.060494   0.393401    0.393401   54.610746 
0.060594   0.393847    0.393847   54.556168 
0.060694   0.394292    0.394292   54.501645 
0.060794   0.394737    0.394737   54.447176 
0.060894   0.395181    0.395181   54.392761 
0.060994   0.395625    0.395625   54.338401 
0.061094   0.396068    0.396068   54.284095 
0.061194   0.396510    0.396510   54.229844 
0.061294   0.396952    0.396952   54.175646 
0.061394   0.397394    0.397394   54.121503 
0.061494   0.397835    0.397835   54.067414 
0.061594   0.398275    0.398275   54.013379 
0.061694   0.398715    0.398715   53.959398 
0.061794   0.399154    0.399154   53.905471 
0.061894   0.399593    0.399593   53.851598 
0.061994   0.400031    0.400031   53.797779 
0.062094   0.400469    0.400469   53.744013 
0.062194   0.400906    0.400906   53.690301 
0.062294   0.401343    0.401343   53.636643 
0.062394   0.401779    0.401779   53.583039 
0.062494   0.402214    0.402214   53.529488 
0.062594   0.402649    0.402649   53.475991 
0.062694   0.403084    0.403084   53.422547 
0.062794   0.403518    0.403518   53.369156 
0.062894   0.403951    0.403951   53.315819 
0.062994   0.404384    0.404384   53.262535 
0.063094   0.404816    0.404816   53.209305 
0.063194   0.405248    0.405248   53.156127 
0.063294   0.405679    0.405679   53.103003 
0.063394   0.406110    0.406110   53.049932 
0.063494   0.406540    0.406540   52.996914 
0.063594   0.406970    0.406970   52.943949 
0.063694   0.407399    0.407399   52.891036 
0.063794   0.407827    0.407828   52.838177 
0.063894   0.408256    0.408256   52.785371 
0.063994   0.408683    0.408683   52.732617 
0.064094   0.409110    0.409110   52.679916 
0.064194   0.409537    0.409537   52.627268 
0.064294   0.409963    0.409963   52.574672 
0.064394   0.410388    0.410388   52.522129 
0.064494   0.410813    0.410813   52.469638 
0.064594   0.411237    0.411237   52.417200 
0.064694   0.411661    0.411661   52.364814 
0.064794   0.412085    0.412085   52.312481 
0.064894   0.412507    0.412507   52.260200 
0.064994   0.412930    0.412930   52.207971 
0.065093   0.413351    0.413352   52.155794 
0.065193   0.413773    0.413773   52.103670 
0.065293   0.414193    0.414194   52.051597 
0.065393   0.414614    0.414614   51.999577 
0.065493   0.415033    0.415033   51.947608 
0.065593   0.415453    0.415453   51.895692 
0.065693   0.415871    0.415871   51.843827 
0.065793   0.416289    0.416289   51.792015 
0.065893   0.416707    0.416707   51.740254 
0.065993   0.417124    0.417124   51.688544 
0.066093   0.417541    0.417541   51.636887 
0.066193   0.417957    0.417957   51.585281 
0.066293   0.418372    0.418372   51.533727 
0.066393   0.418787    0.418787   51.482224 
